name,lat,lon,region,division,subdivision
Pharmacie Sipen,4.032622,9.725343,Littoral,Wouri,Douala III
Pharmacie St Pierre,4.014534,9.728675,Littoral,Wouri,Douala II
Pharmacie Star,3.853852,11.524027,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Ste Madeleine,3.861853,11.585794,Centre,Mefou-et-Afamba,Nkolafamba
Pharmacie Tabita,3.527526,11.514712,Centre,Nyong-et-So,Mbalmayo
Pharmacie Theriaque,3.852276,11.535854,Centre,Mfoundi,YaoundÃ© IV
Pharmacie Tsinga,3.881878,11.502769,Centre,Lekie,YaoundÃ© II
Pharmacie Vallée,3.864343,11.524108,Centre,Mfoundi,YaoundÃ© I
Pharmacie Veterinaire Cema Vs Sarl,9.306668,13.395364,North,Benoue,Garoua I
Pharmacie Vimli,3.520824,11.505347,Centre,Nyong-et-So,Mbalmayo
Pharmacie XAVYO,3.854698,11.520094,Centre,Mfoundi,YaoundÃ© III
Pharmacie caméric,3.789034,11.401249,Centre,Mefou-et-Akono,Mbankomo
Pharmacie d'Ahala,3.794662,11.489944,Centre,Mfoundi,YaoundÃ© III
Pharmacie d'Edea,3.79697,10.13079,Littoral,Sanaga-Maritime,ÃdÃ©a I
Pharmacie d'Oyom-Abang,3.875051,11.475404,Centre,Lekie,YaoundÃ© VII
Pharmacie d'Étondi,3.916441,11.523472,Centre,Lekie,YaoundÃ© I
Pharmacie de Beka-hossere,7.311846,13.550603,Adamaoua,Vina,NgaoundÃ©rÃ© I
Pharmacie de Bonambappe,4.073879,9.676003,Littoral,Wouri,Douala IV
Pharmacie de Bonamoussadi,4.086826,9.735659,Littoral,Wouri,Douala V
Pharmacie de Bonamoussadi,4.091903,9.737371,Littoral,Wouri,Douala V
Pharmacie de Bonapriso,4.024509,9.698712,Littoral,Wouri,Douala I
Pharmacie de Côte,4.040447,9.693454,Littoral,Wouri,Douala I
Pharmacie de Djamboutou,9.304232,13.396756,North,Benoue,Garoua I
Pharmacie de Douala,4.045859,9.699222,Littoral,Wouri,Douala I
Pharmacie de Garoua,9.307257,13.396467,North,Benoue,Garoua I
Pharmacie de Grace,4.072538,9.668508,Littoral,Wouri,Douala IV
Pharmacie de Kaélé,10.10952,14.447422,Far North,Mayo-Kani,KaÃ©lÃ©
Pharmacie de L'enttente,7.319073,13.585131,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie de L'esperance,7.321132,13.579041,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie de La Chapelle,3.89884,11.549717,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie de La République PK14,4.07829,9.79347,Littoral,Wouri,Douala III
Pharmacie de La Vina,7.32154,13.582648,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie de Logbaba,4.032243,9.766724,Littoral,Wouri,Douala III
Pharmacie de Logpom,4.08279,9.7705,Littoral,Wouri,Douala V
Pharmacie de Maroua,10.601326,14.336162,Far North,Diamare,Maroua II
Pharmacie de Messassi,3.942245,11.519091,Centre,Lekie,YaoundÃ© I
Pharmacie de Ndobo,4.094397,9.643002,Littoral,Wouri,Douala IV
Pharmacie de Nkoldongo,3.856018,11.527266,Centre,Mfoundi,YaoundÃ© IV
Pharmacie de Nkomo,3.841662,11.550225,Centre,Mfoundi,YaoundÃ© IV
Pharmacie de Nkomo,3.844997,11.54513,Centre,Mfoundi,YaoundÃ© IV
Pharmacie de Nkozoa,3.965396,11.540743,Centre,Lekie,Soa
Pharmacie de Palmier,4.044713,9.686681,,Wouri,Douala I
Pharmacie de Rocher,4.048698,9.740888,Littoral,Wouri,Douala V
Pharmacie de Sa'a,4.362315,11.439952,Centre,Lekie,Sa'a
Pharmacie de Simbock,3.821236,11.471873,Centre,Mfoundi,YaoundÃ© VI
Pharmacie de Sion,3.865266,11.517364,Centre,Mfoundi,YaoundÃ© I
Pharmacie de Sodiko,4.092224,9.660072,Littoral,Wouri,Douala IV
Pharmacie de Tongolo,3.906815,11.52501,Centre,Lekie,YaoundÃ© I
Pharmacie de Yassa,3.999622,9.802719,Littoral,Wouri,Douala III
Pharmacie de domayo,10.591183,14.310642,Far North,Diamare,Maroua I
Pharmacie de l université,3.859032,11.504721,Centre,Mfoundi,YaoundÃ© III
Pharmacie de l'Amitié,9.303054,13.396491,North,Benoue,Garoua I
Pharmacie de l'Aéroport,3.825365,11.516707,Centre,Mfoundi,YaoundÃ© IV
Pharmacie de l'Etoile,9.29665,13.388962,North,Benoue,Garoua I
Pharmacie de l'Etoile,3.838713,11.481649,Centre,Mfoundi,YaoundÃ© VI
Pharmacie de l'Harmonie,4.082858,9.720069,Littoral,Wouri,Douala I
Pharmacie de l'Hôpital de District d'Okola,4.026694,11.382813,Centre,Lekie,Okala
Pharmacie de l'Intendance,3.866298,11.520365,Centre,Mfoundi,YaoundÃ© I
Pharmacie de l'Unité,3.858839,11.52169,Centre,Mfoundi,YaoundÃ© V
Pharmacie de l'Universite,3.859554,11.50442,Centre,Mfoundi,YaoundÃ© III
Pharmacie de l'atlantique,2.940137,9.913602,South,Ocean,Kribi II
Pharmacie de la Brique,3.876077,11.512036,Centre,Mfoundi,YaoundÃ© II
Pharmacie de la Gare,7.333106,13.587113,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie de la Gloire,2.94649,9.91329,South,Ocean,Kribi II
Pharmacie de la Grande Mosquée,9.32999,13.411216,North,Benoue,Garoua II
Pharmacie de la Jouvence,4.050769,9.698209,Littoral,Wouri,Douala I
Pharmacie de la Lekie,4.167103,11.528671,Centre,Lekie,Obala
Pharmacie de la Moisson,3.860435,11.521167,Centre,Mfoundi,YaoundÃ© III
Pharmacie de la Mvila,2.919083,11.151622,South,Mvila,Ebolowa II
Pharmacie de la Renaissance,2.923978,11.154947,South,Mvila,Ebolowa II
Pharmacie de la Rive,4.067813,9.712603,Littoral,Wouri,Douala I
Pharmacie de la Valée,3.866569,11.522679,Centre,Mfoundi,YaoundÃ© I
Pharmacie de la gloire,2.945053,9.912856,South,Ocean,Kribi II
Pharmacie de la liberté,3.852737,11.579977,Centre,Mfoundi,Nkolafamba
Pharmacie de la trinite,4.054311,9.700579,Littoral,Wouri,Douala I
Pharmacie de lextrème nord,10.603375,14.329133,Far North,Diamare,Maroua II
Pharmacie de salen,4.098412,9.736907,Littoral,Wouri,Douala V
Pharmacie des Acacias,3.841247,11.487953,Centre,Mfoundi,YaoundÃ© VI
Pharmacie des Capucines,3.849354,11.52151,Centre,Mfoundi,YaoundÃ© IV
Pharmacie des Congrès,3.886973,11.50271,Centre,Lekie,YaoundÃ© II
Pharmacie des Hopitaux,4.048679,9.701128,Littoral,Wouri,Douala I
Pharmacie des Hortensia,3.88145,11.506524,Centre,Lekie,YaoundÃ© II
Pharmacie des Martyrs,5.477798,10.416742,West,Mifi,Bafoussam I
Pharmacie des Martyrs,5.478593,10.415214,West,Mifi,Bafoussam I
Pharmacie des Montagnes,5.476166,10.418701,West,Mifi,Bafoussam I
Pharmacie des Nations,3.887733,11.521634,Centre,Lekie,YaoundÃ© I
Pharmacie des Sept Collines,3.867131,11.496049,Centre,Mfoundi,YaoundÃ© VI
Pharmacie des Sésames,3.877257,11.484148,Centre,Lekie,YaoundÃ© II
Pharmacie du 20 Mai,3.862799,11.519478,Centre,Mfoundi,YaoundÃ© I
Pharmacie du 20 mai,3.864968,11.516992,Centre,Mfoundi,YaoundÃ© I
Pharmacie du Benin,5.480018,10.413568,West,Mifi,Bafoussam I
Pharmacie du Bercail,2.92089,11.150566,South,Mvila,Ebolowa II
Pharmacie du Boulevard,4.022975,9.793809,Littoral,Wouri,Douala III
Pharmacie du Boulevard,10.594132,14.321841,Far North,Diamare,Maroua I
Pharmacie du Centre,3.871013,11.517955,Centre,Mfoundi,YaoundÃ© I
Pharmacie du Centre,4.047591,9.694126,Littoral,Wouri,Douala I
Pharmacie du Centre,5.444414,10.055477,West,Menoua,Dschang
Pharmacie du Centre,10.605619,14.33438,Far North,Diamare,Maroua II
Pharmacie du Centre,4.056962,9.721954,Littoral,Wouri,Douala V
Pharmacie du Château,3.863626,11.54461,Centre,Mfoundi,YaoundÃ© IV
Pharmacie du Jourdain,3.884715,11.497734,Centre,Lekie,YaoundÃ© II
Pharmacie du Lycée Bilingue,3.878594,11.549642,Centre,Mfoundi,YaoundÃ© V
Pharmacie du Marché B,5.485996,10.409112,West,Mifi,Bafoussam II
Pharmacie du Mayo Danay,10.343121,15.230775,Far North,Mayo-Danay,Yagoua
Pharmacie du Nord,9.299621,13.39041,North,Benoue,Garoua I
Pharmacie du Palais,3.914515,11.525617,Centre,Lekie,YaoundÃ© I
Pharmacie du Pont,4.070856,9.682807,Littoral,Wouri,Douala IV
Pharmacie du Quartier,12.078113,15.034412,Far North,Logone-Et-Chari,KoussÃ©ri
Pharmacie du Sahel,10.595329,14.330507,Far North,Diamare,Maroua I
Pharmacie du Soleil,3.86712,11.517152,Centre,Mfoundi,YaoundÃ© I
Pharmacie du Stade,3.889116,11.545239,Centre,Mefou-et-Afamba,YaoundÃ© V
Pharmacie du Verset,3.876725,11.506565,Centre,Mfoundi,YaoundÃ© II
Pharmacie du bien-être,3.87467,11.524135,Centre,Mfoundi,YaoundÃ© I
Pharmacie du carrefour EMIA,3.862643,11.501762,Centre,Mfoundi,YaoundÃ© III
Pharmacie du centre,9.306455,13.395127,North,Benoue,Garoua I
Pharmacie la Colombe,3.884954,11.535776,Centre,Mfoundi,YaoundÃ© V
Pharmacie la Concorde,3.891805,11.522633,Centre,Lekie,YaoundÃ© I
Pharmacie la Flêche,3.867507,11.549153,Centre,Mfoundi,YaoundÃ© IV
Pharmacie la Grâce,3.831617,11.470909,Centre,Mfoundi,YaoundÃ© VI
Pharmacie la Grâce,5.4802,10.423212,West,Mifi,Bafoussam I
Pharmacie la Générale,4.574638,13.681873,East,Lom-Et-Djerem,Bertoua I
Pharmacie la Providence,3.873353,11.503176,Centre,Mfoundi,YaoundÃ© II
Pharmacie la Rosée,3.870408,11.534385,Centre,Mfoundi,YaoundÃ© V
Pharmacie la Statoise,3.844985,11.527838,Centre,Mfoundi,YaoundÃ© IV
Pharmacie la Vita,4.036123,9.762708,Littoral,Wouri,Douala III
Pharmacie la grace,5.480177,10.422895,West,Mifi,Bafoussam I
Pharmacie la générale,4.575198,13.680943,East,Lom-Et-Djerem,Bertoua I
Pharmacie la patience,4.081124,9.74717,Littoral,Wouri,Douala V
Pharmacie la vision,5.480077,10.416143,West,Mifi,Bafoussam II
Pharmacie le Cristallis,3.881916,11.523499,Centre,Mfoundi,YaoundÃ© I
Pharmacie le Saare,7.32685,13.58325,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacie les Pétales,3.869265,11.515641,Centre,Mfoundi,YaoundÃ© I
Pharmacie les manguiers,3.898505,11.531652,Centre,Lekie,YaoundÃ© I
Pharmacie notre dame des victoire,4.086982,9.765056,Littoral,Wouri,Douala V
Pharmacie pierre Moyo,5.478165,10.418969,West,Mifi,Bafoussam I
Pharmacie urbaine,3.867944,11.519201,Centre,Mfoundi,YaoundÃ© I
Pharmacie École de Police,3.878415,11.510585,Centre,Mfoundi,YaoundÃ© II
Pharmacie Élite,3.863988,11.489318,Centre,Mfoundi,YaoundÃ© VI
Pharmacie Élobi,3.877812,11.501067,Centre,Mfoundi,YaoundÃ© II
Pharmacopee Adama,7.321217,13.590852,Adamaoua,Vina,NgaoundÃ©rÃ© II
Pharmacy Cosmos Sante,4.046107,9.732223,Littoral,Wouri,Douala III
Pharmacy ESSEC,4.053298,9.735907,Littoral,Wouri,Douala V
Pharmacy Enamen,4.159356,9.282511,South-West,Fako,Buea
Pharmacy Gabriel,4.059796,9.724818,Littoral,Wouri,Douala V
Pharmacy Sante pour tous,4.052048,9.719411,Littoral,Wouri,Douala I
Pharmacy de Ndog-passi axe-lourd,4.004861,9.75499,Littoral,Wouri,Douala III
Pharmacy de l'Université,3.859476,11.504573,Centre,Mfoundi,YaoundÃ© III
Pharmacy la Vita Nyalla,4.03371,9.783502,Littoral,Wouri,Douala III
Pharmarcie de la cité des palmiers,4.052833,9.761663,Littoral,Wouri,Douala V
Pinpoh pharmaciy,5.84259,10.401045,North-West,Ngo-ketunjia,Balikumbat
Planet Optic,3.868609,11.519195,Centre,Mfoundi,YaoundÃ© I
Plateforme de Diagnostic Médical de Douala,4.08256,9.726614,Littoral,Wouri,Douala V
Plg,10.58783,14.323368,Far North,Diamare,Maroua I
Police Medical Center,4.152292,9.244548,South-West,Fako,Buea
Polyclinic Sende,3.888045,11.552341,Centre,Mefou-et-Afamba,YaoundÃ© V
Polyclinique,4.089918,9.660109,Littoral,Wouri,Douala IV
Polyclinique Bienveillence,5.479141,10.444607,West,Mifi,Bafoussam I
Polyclinique Bonanjo,4.039066,9.687569,Littoral,Wouri,Douala I
Polyclinique Daah Njiabi,4.056504,9.708629,Littoral,Wouri,Douala I
Polyclinique Idimed,4.027813,9.703779,Littoral,Wouri,Douala I
Polyclinique Idimed,4.027705,9.703867,Littoral,Wouri,Douala I
Polyclinique Mbarga,3.847331,11.518195,Centre,Mfoundi,YaoundÃ© IV
Polyclinique Médicale Chinoise,3.843,11.541742,Centre,Mfoundi,YaoundÃ© IV
Polyclinique Soppo Priso,4.029152,9.695359,Littoral,Wouri,Douala I
Polyclinique de Poitiers,4.046465,9.699248,Littoral,Wouri,Douala I
Polyclinique des promoteurs de la santé,3.850904,11.50025,Centre,Mfoundi,YaoundÃ© III
Polyclinique du palais,3.894189,11.503659,Centre,Lekie,YaoundÃ© I
Polypharma,5.480677,10.425109,West,Mifi,Bafoussam I
Poste d'identification de Mindourou,3.564012,13.404813,East,Haut-Nyong,Mindourou
Presbyterian Church Health Service Dispensary,4.16007,9.232686,South-West,Fako,Buea
Presbyterian Health Center,4.070011,9.721609,Littoral,Wouri,Douala V
Presbyterian Health Services,5.219261,9.396936,South-West,Kupe-Manenguba,Nguti
Prestige Pharmacy,4.634407,9.441044,South-West,Meme,Kumba I
Prime Pharmacy,4.015039,9.208979,South-West,Fako,LimbÃ© I
Prime pharmacie,4.014957,9.209035,South-West,Fako,LimbÃ© I
Priorité Santé,3.883547,11.556819,Centre,Mefou-et-Afamba,YaoundÃ© V
Pro Pharmacie,3.851146,11.497118,Centre,Mfoundi,YaoundÃ© III
Pro-pharmacie,3.907158,11.566511,Centre,Mefou-et-Afamba,YaoundÃ© V
Pro-pharmacie,5.540998,12.31869,Centre,Mbam-et-Kim,Yoko
Programme d'accès aux services de la santé de la reproduction - ACMS,7.312814,13.588304,Adamaoua,Vina,NgaoundÃ©rÃ© I
Propharmacie,3.920065,11.541889,Centre,Lekie,YaoundÃ© V
Père Urs Memorial Clinic,3.61185,11.237731,Centre,Nyong-et-Kelle,Ngoumou
Q7 Hôpital,3.83604,11.483536,Centre,Mfoundi,YaoundÃ© VI
Quifferou,3.868362,11.531517,Centre,Mfoundi,YaoundÃ© V
REFERENCE CLINIC MIMBOMAN,3.876106,11.569149,Centre,Mefou-et-Afamba,YaoundÃ© V
Radiographie -échographie,3.899936,11.54746,Centre,Mefou-et-Afamba,YaoundÃ© V
Rainbow,4.012687,9.207717,South-West,Fako,LimbÃ© I
Rainbow Chemist Limited,4.012772,9.207831,South-West,Fako,LimbÃ© I
Rapha pharmacie,4.014768,9.201032,South-West,Fako,LimbÃ© II
Rawado Philantropic Rural Hospital,5.889387,10.535574,North-West,Ngo-ketunjia,Ndop
Refugies Camp,12.305083,14.586186,Far North,Logone-Et-Chari,Makary
"Refugies Camp, Afade",12.240101,14.642665,Far North,Logone-Et-Chari,Makary
Renfort plus,3.821052,11.473386,Centre,Mfoundi,YaoundÃ© VI
Restoration Health Centre,4.152429,9.291447,South-West,Fako,Buea
Revival power foundation clinic,4.159246,9.267746,South-West,Fako,Buea
Royal Pharmacy,4.15359,9.252612,South-West,Fako,Buea
SAPATO,3.858901,11.555856,Centre,Mfoundi,YaoundÃ© IV
SIDJE LOIC,3.871618,11.50562,Centre,Mfoundi,YaoundÃ© VI
SOS Santé,5.480153,10.449351,West,Mifi,Bafoussam I
SWEET LIFE,3.850381,11.493295,Centre,Mfoundi,YaoundÃ© III
Safe Care Centre,3.8083,11.48746,Centre,Mfoundi,YaoundÃ© III
Saint Ange,4.024357,9.69817,Littoral,Wouri,Douala I
Saint John Heal Centre,4.156195,9.284056,South-West,Fako,Buea
Saint Luke Medical Foundation,4.022722,9.209806,South-West,Fako,LimbÃ© I
Saint Lukes Medical Centre,4.16573,9.273408,South-West,Fako,Buea
Saint Martin,3.864739,11.518195,Centre,Mfoundi,YaoundÃ© I
Saint Padre Pio Hospital,4.07577,9.717693,Littoral,Wouri,Douala I
Saint-luc,3.899045,11.551177,Centre,Mefou-et-Afamba,YaoundÃ© V
Sainte Famille,4.871461,12.813074,Centre,Haute-Sanaga,Bibey
Sainte Glanie,3.900638,11.556838,Centre,Mefou-et-Afamba,YaoundÃ© V
Sainte Romaine,3.880328,11.550351,Centre,Mfoundi,YaoundÃ© V
Sainte Thérèse,3.876173,11.538655,Centre,Mfoundi,YaoundÃ© V
Sainte Thérèse,4.535666,13.614552,East,Lom-Et-Djerem,Bertoua I
Sainte Veronica Medical Centre,4.156782,9.274075,South-West,Fako,Buea
Salvation Pharmacy,4.154423,9.260317,South-West,Fako,Buea
Samaritain,3.924209,11.548563,Centre,Mefou-et-Afamba,YaoundÃ© V
Santé Sans Prix,2.937482,11.168905,South,Mvila,Ebolowa II
Santé St Victor,3.912804,11.561683,Centre,Mefou-et-Afamba,YaoundÃ© V
Sapeo Health Clinic,8.458433,12.385942,North,Faro,BÃ©ka
Sare Dama,7.293583,13.579133,Adamaoua,Vina,NgaoundÃ©rÃ© I
School's Hospital,6.011674,10.25639,North-West,Mezam,Tubah
Serenity Medical Center,3.82311,11.489183,Centre,Mfoundi,YaoundÃ© III
Seven Day Health Center,4.154068,9.259406,South-West,Fako,Buea
Sgi Sarl (vente De Produits De Santé Traditionnel),3.900937,11.547104,Centre,Mefou-et-Afamba,YaoundÃ© V
Shalom,3.924728,11.543886,Centre,Lekie,YaoundÃ© V
Shishong Hospital,6.18427,10.692649,North-West,Bui,Kumbo
Siège Le Bon Samaritain,2.92556,11.161814,South,Mvila,Ebolowa II
Sodiprovet Sarl Pharmacie Veterinaire,9.305809,13.395963,North,Benoue,Garoua I
Soins Traditionnels Chinois,7.33248,13.587299,Adamaoua,Vina,NgaoundÃ©rÃ© II
Sotownek,3.869086,11.485411,Centre,Mfoundi,YaoundÃ© VI
St Germaine,3.919691,11.541993,Centre,Lekie,YaoundÃ© V
St John Medical Center,2.921901,11.159924,South,Mvila,Ebolowa II
St Louis Clinic,5.981171,10.179441,North-West,Mezam,Bamenda III
St Thomas,3.889323,11.53314,Centre,Mefou-et-Afamba,YaoundÃ© V
St albert,4.152918,9.299701,South-West,Fako,Buea
St. Martin de Porres Catholic Mission Hospital,6.222796,10.305963,North-West,Boyo,Njinikom
St.John the Baptist Catholic Health Centre,5.985974,10.443627,North-West,Ngo-ketunjia,Ndop
St.Theresia's Catholic Health Centre,5.999489,10.365418,North-West,Mezam,Tubah
Stade,5.142126,10.533536,West,Nde,BangangtÃ©
Taf pharmacy,4.015203,9.206522,South-West,Fako,LimbÃ© I
Tamoud,3.921619,11.543224,Centre,Mefou-et-Afamba,YaoundÃ© V
Tamoude,3.921589,11.54285,Centre,Lekie,YaoundÃ© V
Thé glory pharmacy,4.08405,9.357424,South-West,Fako,Tiko
Tienschinecam,12.090806,15.022896,Far North,Logone-Et-Chari,KoussÃ©ri
UBI PHARM,3.817127,11.509973,Centre,Mfoundi,YaoundÃ© III
UBI PHARM,4.034373,9.735907,Littoral,Wouri,Douala III
Unité Régionale de lutte contre le SIDA,10.603213,14.31393,Far North,Diamare,Maroua I
Victoria Hope Foundation Medical Center,4.024573,9.187548,South-West,Fako,LimbÃ© II
Virginia Anderson,3.879263,11.556029,Centre,Mfoundi,YaoundÃ© V
WONE INTERGRATED HC,5.060827,9.395705,South-West,Meme,Konye
Wellstar 1,3.89307,11.52073,Centre,Lekie,YaoundÃ© I
Wellstar medical center,3.892858,11.520712,Centre,Lekie,YaoundÃ© I
Winner's Pharmacy,4.153987,9.257407,South-West,Fako,Buea
Wisdom Health Care Center,4.096542,9.656326,Littoral,Wouri,Douala IV
Wisdom Pharmacy,4.63016,9.442595,South-West,Meme,Kumba I
Wisdom healthcare center,4.093429,9.622029,Littoral,Wouri,Douala IV
Wougly,2.939799,9.909537,South,Ocean,Kribi II
Wum District Hospital,6.389693,10.081877,North-West,Menchum,Wum
Yunfanyi medical clinic,4.008899,9.21345,South-West,Fako,LimbÃ© I
ZION REFERENCE MEDICAL CLINIC,3.876742,11.568749,Centre,Mefou-et-Afamba,YaoundÃ© V
Zogo Abena,3.916318,11.542298,Centre,Mefou-et-Afamba,YaoundÃ© V
abe,3.882441,11.520597,Centre,Mfoundi,YaoundÃ© I
cabinet de soin de Fomelie,5.553528,10.167493,West,Bamboutos,Batcham
cabinet de soins,4.045707,11.558783,Centre,Lekie,Soa
"cabinet de soins ""la Rose""",3.851896,11.475993,Centre,Mfoundi,YaoundÃ© VI
cabinet de soins la trinité,3.883184,11.577282,Centre,Mefou-et-Afamba,Soa
cabinet de soins saint josué,3.873152,11.58619,Centre,Mefou-et-Afamba,Soa
cabinet de soins sainte rita,3.875916,11.587389,Centre,Mefou-et-Afamba,Soa
cabinet de suivi médical imee bernadette,3.970509,11.594607,Centre,Mefou-et-Afamba,Soa
cabinet dentaire,3.842886,11.477254,Centre,Mfoundi,YaoundÃ© VI
cabinet medical la gloire,3.842919,11.47726,Centre,Mfoundi,YaoundÃ© VI
cabinet médical le samaritain,3.905909,11.597325,Centre,Mefou-et-Afamba,Soa
cabinet vétérinaire univet sarl,3.937669,11.58173,Centre,Mefou-et-Afamba,Soa
cente de santé,3.990578,11.555879,Centre,Lekie,Soa
cente de santé mére et enfants,3.976281,11.538176,Centre,Lekie,Soa
centre de chirurchie et génycologie,3.842897,11.477294,Centre,Mfoundi,YaoundÃ© VI
centre de sante,3.875657,11.586756,Centre,Mefou-et-Afamba,Soa
centre de sante coeur d'ange,3.983045,11.601599,Centre,Mefou-et-Afamba,Soa
centre de sante de mbansang i soa,3.893791,11.604606,Centre,Mefou-et-Afamba,Soa
centre de sante integre de apouh,5.410716,10.031024,West,Menoua,Dschang
centre de santé,3.993655,11.557677,Centre,Lekie,Soa
centre de santé,3.985726,11.587506,Centre,Mefou-et-Afamba,Soa
centre de santé,3.956333,11.589626,Centre,Mefou-et-Afamba,Soa
centre de santé,3.957867,11.578114,Centre,Mefou-et-Afamba,Soa
centre de santé,3.981413,11.595186,Centre,Mefou-et-Afamba,Soa
centre de santé,3.959835,11.584313,Centre,Mefou-et-Afamba,Soa
centre de santé,3.895335,11.575796,Centre,Mefou-et-Afamba,Soa
centre de santé catholique d'okoa,3.99195,11.600639,Centre,Mefou-et-Afamba,Soa
centre de santé christophe,3.980623,11.592527,Centre,Mefou-et-Afamba,Soa
centre de santé de ting melen commune rurale de soa,3.888241,11.62503,Centre,Mefou-et-Afamba,Soa
centre de santé du bien étre,3.877136,11.59724,Centre,Mefou-et-Afamba,Soa
centre de santé dynamique verte,3.973279,11.519616,Centre,Lekie,Soa
centre de santé el shama d'akak,3.987827,11.555974,Centre,Lekie,Soa
centre de santé et vie,3.975075,11.543453,Centre,Lekie,Soa
centre de santé fortune divine,3.932167,11.580241,Centre,Mefou-et-Afamba,Soa
centre de santé gabriel,3.979564,11.549839,Centre,Lekie,Soa
centre de santé intègre urbain,2.920775,11.147506,South,Mvila,Ebolowa II
centre de santé intégré,4.006101,11.558422,Centre,Lekie,Soa
centre de santé intégré d'abom,3.887176,11.575965,Centre,Mefou-et-Afamba,Soa
centre de santé intégré d'ebang i,4.005596,11.558239,Centre,Lekie,Soa
centre de santé intégré de NKOLMEDZAP,3.612595,11.265576,Centre,Mefou-et-Akono,Ngoumou
centre de santé intégré de koulou,4.076394,11.62304,Centre,Mefou-et-Afamba,Soa
centre de santé intégré de ntuesson,3.928248,11.609427,Centre,Mefou-et-Afamba,Soa
centre de santé intégré el rapha,3.969763,11.593445,Centre,Mefou-et-Afamba,Soa
centre de santé intégrée de ngali 2,4.05365,11.58398,Centre,Lekie,Soa
centre de santé joie de vivre,3.947172,11.584594,Centre,Mefou-et-Afamba,Soa
centre de santé la foi,3.974272,11.518638,Centre,Lekie,Soa
centre de santé la grace,3.975285,11.551018,Centre,Lekie,Soa
centre de santé la gréce,3.867616,11.576548,Centre,Mefou-et-Afamba,Soa
centre de santé la gréce divine,3.985434,11.554782,Centre,Lekie,Soa
centre de santé la patience,3.842841,11.477253,Centre,Mfoundi,YaoundÃ© VI
centre de santé la protection,3.89328,11.606865,Centre,Mefou-et-Afamba,Soa
centre de santé la providence,3.842926,11.477339,Centre,Mfoundi,YaoundÃ© VI
centre de santé la providence de meyos,4.016561,11.55713,Centre,Lekie,Soa
centre de santé la référence,3.98617,11.525958,Centre,Lekie,Soa
centre de santé la référence,3.893307,11.604297,Centre,Mefou-et-Afamba,Soa
centre de santé la trinite,3.994406,11.514153,Centre,Lekie,Soa
centre de santé le cénacle,3.953686,11.583698,Centre,Mefou-et-Afamba,Soa
centre de santé le rocher,3.981536,11.594906,Centre,Mefou-et-Afamba,Soa
centre de santé les bénédictins de st jacques,3.953518,11.582617,Centre,Mefou-et-Afamba,Soa
centre de santé les experts de soa +,3.977429,11.592051,Centre,Mefou-et-Afamba,Soa
centre de santé les mains d'ange,4.003112,11.5531,Centre,Lekie,Soa
centre de santé les merveilles de dieu,3.88605,11.590417,Centre,Mefou-et-Afamba,Soa
centre de santé les merveilles de fovu,3.880221,11.598135,Centre,Mefou-et-Afamba,Soa
centre de santé michelle gracia,3.967205,11.593976,Centre,Mefou-et-Afamba,Soa
centre de santé miséricorde divine,3.963013,11.543011,Centre,Lekie,Soa
centre de santé monique,3.993911,11.51718,Centre,Lekie,Soa
centre de santé mére suzanne plus,4.044378,11.558426,Centre,Lekie,Soa
centre de santé polyvalent,3.947794,11.582985,Centre,Mefou-et-Afamba,Soa
centre de santé saint emmanuel,3.99359,11.557678,Centre,Lekie,Soa
centre de santé saint gédéon,3.877598,11.572139,Centre,Mefou-et-Afamba,Soa
centre de santé saint jean,3.986383,11.546879,Centre,Lekie,Soa
centre de santé saint joseph d'akak,3.988953,11.561763,Centre,Lekie,Soa
centre de santé saint mary bliss,3.898169,11.602115,Centre,Mefou-et-Afamba,Soa
centre de santé sainte marie de nkamoetou i,4.056457,11.55073,Centre,Lekie,Soa
centre de santé sainte mére thérésa,4.019375,11.546575,Centre,Lekie,Soa
centre de santé sainte nathanaelle,3.90387,11.598229,Centre,Mefou-et-Afamba,Soa
centre de santé sylvain,3.974095,11.505844,Centre,Lekie,Soa
centre de santé ubuntu,3.986692,11.541628,Centre,Lekie,Soa
centre de santé univers,4.056984,11.551292,Centre,Lekie,Soa
centre de soin betta health,3.965635,11.542221,Centre,Lekie,Soa
centre e de sa te godwill,3.893114,11.618462,Centre,Mefou-et-Afamba,Soa
centre medical Ste veronique,3.850923,11.487699,Centre,Mfoundi,YaoundÃ© VI
"centre medical mere-enfants""ANACO""",3.842805,11.477315,Centre,Mfoundi,YaoundÃ© VI
centre medical pour les maldies du ventre,4.086235,9.753858,Littoral,Wouri,Douala V
centre medicale sainte Mathilde,3.842872,11.477322,Centre,Mfoundi,YaoundÃ© VI
centre médical Dikolo,4.08416,9.676605,Littoral,Wouri,Douala IV
centre médical care first,3.940394,11.5809,Centre,Mefou-et-Afamba,Soa
centre médical de la camnafaw de soa,3.973399,11.591996,Centre,Mefou-et-Afamba,Soa
centre médical la gréce divine,3.876912,11.586711,Centre,Mefou-et-Afamba,Soa
